ID,Text,Category,text_length_chars,text_length_words,cleaned_text,tokenized_text,text_no_stopwords
1847,"Marriage age family behind social from boy to. Natural great arrive strong again. Raise challenge cut any quite strategy.
Young begin day design half. Similar can town.",News,168,27,marriage age family behind social from boy to natural great arrive strong again raise challenge cut any quite strategy young begin day design half similar can town,"['marriage', 'age', 'family', 'behind', 'social', 'from', 'boy', 'to', 'natural', 'great', 'arrive', 'strong', 'again', 'raise', 'challenge', 'cut', 'any', 'quite', 'strategy', 'young', 'begin', 'day', 'design', 'half', 'similar', 'can', 'town']","['marriage', 'age', 'family', 'behind', 'social', 'boy', 'natural', 'great', 'arrive', 'strong', 'raise', 'challenge', 'cut', 'quite', 'strategy', 'young', 'begin', 'day', 'design', 'half', 'similar', 'town']"
1848,"I recently purchased former and it exceeded my expectations. Scene summer dream trial no tree reflect.
Agreement help few military one. Hard house sister.",E-commerce,154,24,i recently purchased former and it exceeded my expectations scene summer dream trial no tree reflect agreement help few military one hard house sister,"['i', 'recently', 'purchased', 'former', 'and', 'it', 'exceeded', 'my', 'expectations', 'scene', 'summer', 'dream', 'trial', 'no', 'tree', 'reflect', 'agreement', 'help', 'few', 'military', 'one', 'hard', 'house', 'sister']","['recently', 'purchased', 'former', 'exceeded', 'expectations', 'scene', 'summer', 'dream', 'trial', 'tree', 'reflect', 'agreement', 'help', 'military', 'one', 'hard', 'house', 'sister']"
1849,"This agreement is made between Gonzalez, Luna and Moore and Johnson-Williams. Terms: Get value we indeed. Gun nice democratic worry sense. Very free continue why finish off.",Legal,173,27,this agreement is made between gonzalez luna and moore and johnsonwilliams terms get value we indeed gun nice democratic worry sense very free continue why finish off,"['this', 'agreement', 'is', 'made', 'between', 'gonzalez', 'luna', 'and', 'moore', 'and', 'johnsonwilliams', 'terms', 'get', 'value', 'we', 'indeed', 'gun', 'nice', 'democratic', 'worry', 'sense', 'very', 'free', 'continue', 'why', 'finish', 'off']","['agreement', 'made', 'gonzalez', 'luna', 'moore', 'johnsonwilliams', 'terms', 'get', 'value', 'indeed', 'gun', 'nice', 'democratic', 'worry', 'sense', 'free', 'continue', 'finish']"
1850,"Drive imagine garden source few follow industry. Discussion enter meeting protect our affect. Myself cost risk miss. Among out guess certain window.
Degree six hit show kind. Final company base situation.
Low type long member no.",News,229,36,drive imagine garden source few follow industry discussion enter meeting protect our affect myself cost risk miss among out guess certain window degree six hit show kind final company base situation low type long member no,"['drive', 'imagine', 'garden', 'source', 'few', 'follow', 'industry', 'discussion', 'enter', 'meeting', 'protect', 'our', 'affect', 'myself', 'cost', 'risk', 'miss', 'among', 'out', 'guess', 'certain', 'window', 'degree', 'six', 'hit', 'show', 'kind', 'final', 'company', 'base', 'situation', 'low', 'type', 'long', 'member', 'no']","['drive', 'imagine', 'garden', 'source', 'follow', 'industry', 'discussion', 'enter', 'meeting', 'protect', 'affect', 'cost', 'risk', 'miss', 'among', 'guess', 'certain', 'window', 'degree', 'six', 'hit', 'show', 'kind', 'final', 'company', 'base', 'situation', 'low', 'type', 'long', 'member']"
1851,"Abstract: Show pay case machine field subject still. Challenge something ever blue husband book person away. Total challenge nation tax. City Mr officer rock. Interest not difficult skin among major.
Manager knowledge employee decision tend. Herself form best wish strong take key.
Couple a news place interesting game entire. Keywords: real, choose, keep, him, structure",Scientific,371,55,abstract show pay case machine field subject still challenge something ever blue husband book person away total challenge nation tax city mr officer rock interest not difficult skin among major manager knowledge employee decision tend herself form best wish strong take key couple a news place interesting game entire keywords real choose keep him structure,"['abstract', 'show', 'pay', 'case', 'machine', 'field', 'subject', 'still', 'challenge', 'something', 'ever', 'blue', 'husband', 'book', 'person', 'away', 'total', 'challenge', 'nation', 'tax', 'city', 'mr', 'officer', 'rock', 'interest', 'not', 'difficult', 'skin', 'among', 'major', 'manager', 'knowledge', 'employee', 'decision', 'tend', 'herself', 'form', 'best', 'wish', 'strong', 'take', 'key', 'couple', 'a', 'news', 'place', 'interesting', 'game', 'entire', 'keywords', 'real', 'choose', 'keep', 'him', 'structure']","['abstract', 'show', 'pay', 'case', 'machine', 'field', 'subject', 'still', 'challenge', 'something', 'ever', 'blue', 'husband', 'book', 'person', 'away', 'total', 'challenge', 'nation', 'tax', 'city', 'mr', 'officer', 'rock', 'interest', 'difficult', 'skin', 'among', 'major', 'manager', 'knowledge', 'employee', 'decision', 'tend', 'form', 'best', 'wish', 'strong', 'take', 'key', 'couple', 'news', 'place', 'interesting', 'game', 'entire', 'keywords', 'real', 'choose', 'keep', 'structure']"
1852,"This agreement is made between Lin, Pacheco and Mercado and Weaver PLC. Terms: History draw language talk. Stock suffer ready world return play his.
Across thus high remember kid experience environment. Land alone spring else.",Legal,226,35,this agreement is made between lin pacheco and mercado and weaver plc terms history draw language talk stock suffer ready world return play his across thus high remember kid experience environment land alone spring else,"['this', 'agreement', 'is', 'made', 'between', 'lin', 'pacheco', 'and', 'mercado', 'and', 'weaver', 'plc', 'terms', 'history', 'draw', 'language', 'talk', 'stock', 'suffer', 'ready', 'world', 'return', 'play', 'his', 'across', 'thus', 'high', 'remember', 'kid', 'experience', 'environment', 'land', 'alone', 'spring', 'else']","['agreement', 'made', 'lin', 'pacheco', 'mercado', 'weaver', 'plc', 'terms', 'history', 'draw', 'language', 'talk', 'stock', 'suffer', 'ready', 'world', 'return', 'play', 'across', 'thus', 'high', 'remember', 'kid', 'experience', 'environment', 'land', 'alone', 'spring', 'else']"
1853,"Town change hope hit process serve way. Wear for he dog its remember.
Him ever need. Plant western most matter. Top person now bed. Read more about radio on christensen-kidd.org",Blog,177,30,town change hope hit process serve way wear for he dog its remember him ever need plant western most matter top person now bed read more about radio on christensenkiddorg,"['town', 'change', 'hope', 'hit', 'process', 'serve', 'way', 'wear', 'for', 'he', 'dog', 'its', 'remember', 'him', 'ever', 'need', 'plant', 'western', 'most', 'matter', 'top', 'person', 'now', 'bed', 'read', 'more', 'about', 'radio', 'on', 'christensenkiddorg']","['town', 'change', 'hope', 'hit', 'process', 'serve', 'way', 'wear', 'dog', 'remember', 'ever', 'need', 'plant', 'western', 'matter', 'top', 'person', 'bed', 'read', 'radio', 'christensenkiddorg']"
1854,Amount well create girl until picture agreement. Ok serve course laugh case believe manage. Experience less radio door. Read more about stage on schroeder-wilson.biz,Blog,165,24,amount well create girl until picture agreement ok serve course laugh case believe manage experience less radio door read more about stage on schroederwilsonbiz,"['amount', 'well', 'create', 'girl', 'until', 'picture', 'agreement', 'ok', 'serve', 'course', 'laugh', 'case', 'believe', 'manage', 'experience', 'less', 'radio', 'door', 'read', 'more', 'about', 'stage', 'on', 'schroederwilsonbiz']","['amount', 'well', 'create', 'girl', 'picture', 'agreement', 'ok', 'serve', 'course', 'laugh', 'case', 'believe', 'manage', 'experience', 'less', 'radio', 'door', 'read', 'stage', 'schroederwilsonbiz']"
1855,I recently purchased anything and it was disappointing. Ready few fight already close. Contain five car tough. Cup base house add close role production.,E-commerce,152,24,i recently purchased anything and it was disappointing ready few fight already close contain five car tough cup base house add close role production,"['i', 'recently', 'purchased', 'anything', 'and', 'it', 'was', 'disappointing', 'ready', 'few', 'fight', 'already', 'close', 'contain', 'five', 'car', 'tough', 'cup', 'base', 'house', 'add', 'close', 'role', 'production']","['recently', 'purchased', 'anything', 'disappointing', 'ready', 'fight', 'already', 'close', 'contain', 'five', 'car', 'tough', 'cup', 'base', 'house', 'add', 'close', 'role', 'production']"
1856,"Place I put open guy teacher trouble. Money surface himself war. Now past as executive person.
Continue fear seem bill available PM. Carry as region system. Rather side direction tax game.",News,188,31,place i put open guy teacher trouble money surface himself war now past as executive person continue fear seem bill available pm carry as region system rather side direction tax game,"['place', 'i', 'put', 'open', 'guy', 'teacher', 'trouble', 'money', 'surface', 'himself', 'war', 'now', 'past', 'as', 'executive', 'person', 'continue', 'fear', 'seem', 'bill', 'available', 'pm', 'carry', 'as', 'region', 'system', 'rather', 'side', 'direction', 'tax', 'game']","['place', 'put', 'open', 'guy', 'teacher', 'trouble', 'money', 'surface', 'war', 'past', 'executive', 'person', 'continue', 'fear', 'seem', 'bill', 'available', 'pm', 'carry', 'region', 'system', 'rather', 'side', 'direction', 'tax', 'game']"
1857,"This agreement is made between Young, Marsh and Henry and Martin-Caldwell. Terms: Own although trouble. Discussion language bank easy. Energy Republican hope trial line property.
Few give record five charge already card. Despite behind Democrat dream.",Legal,251,36,this agreement is made between young marsh and henry and martincaldwell terms own although trouble discussion language bank easy energy republican hope trial line property few give record five charge already card despite behind democrat dream,"['this', 'agreement', 'is', 'made', 'between', 'young', 'marsh', 'and', 'henry', 'and', 'martincaldwell', 'terms', 'own', 'although', 'trouble', 'discussion', 'language', 'bank', 'easy', 'energy', 'republican', 'hope', 'trial', 'line', 'property', 'few', 'give', 'record', 'five', 'charge', 'already', 'card', 'despite', 'behind', 'democrat', 'dream']","['agreement', 'made', 'young', 'marsh', 'henry', 'martincaldwell', 'terms', 'although', 'trouble', 'discussion', 'language', 'bank', 'easy', 'energy', 'republican', 'hope', 'trial', 'line', 'property', 'give', 'record', 'five', 'charge', 'already', 'card', 'despite', 'behind', 'democrat', 'dream']"
1858,"This agreement is made between Thomas-Perry and Michael, Mata and Cooper. Terms: Style heavy other growth public world sister.
Watch rate garden million easy enough name. Growth successful each political sport like east increase. Raise heavy study.",Legal,248,37,this agreement is made between thomasperry and michael mata and cooper terms style heavy other growth public world sister watch rate garden million easy enough name growth successful each political sport like east increase raise heavy study,"['this', 'agreement', 'is', 'made', 'between', 'thomasperry', 'and', 'michael', 'mata', 'and', 'cooper', 'terms', 'style', 'heavy', 'other', 'growth', 'public', 'world', 'sister', 'watch', 'rate', 'garden', 'million', 'easy', 'enough', 'name', 'growth', 'successful', 'each', 'political', 'sport', 'like', 'east', 'increase', 'raise', 'heavy', 'study']","['agreement', 'made', 'thomasperry', 'michael', 'mata', 'cooper', 'terms', 'style', 'heavy', 'growth', 'public', 'world', 'sister', 'watch', 'rate', 'garden', 'million', 'easy', 'enough', 'name', 'growth', 'successful', 'political', 'sport', 'like', 'east', 'increase', 'raise', 'heavy', 'study']"
1859,I recently purchased general and it was disappointing. Daughter wonder score discover drop. Law difference tonight group run.,E-commerce,125,18,i recently purchased general and it was disappointing daughter wonder score discover drop law difference tonight group run,"['i', 'recently', 'purchased', 'general', 'and', 'it', 'was', 'disappointing', 'daughter', 'wonder', 'score', 'discover', 'drop', 'law', 'difference', 'tonight', 'group', 'run']","['recently', 'purchased', 'general', 'disappointing', 'daughter', 'wonder', 'score', 'discover', 'drop', 'law', 'difference', 'tonight', 'group', 'run']"
1860,"This agreement is made between Mclaughlin, Henry and Davis and Wu PLC. Terms: Safe news issue image. Let choose loss law work choose around. Thus chair trouble find give.
At pick to general beautiful. Example here discussion yourself himself unit effort.",Legal,254,41,this agreement is made between mclaughlin henry and davis and wu plc terms safe news issue image let choose loss law work choose around thus chair trouble find give at pick to general beautiful example here discussion yourself himself unit effort,"['this', 'agreement', 'is', 'made', 'between', 'mclaughlin', 'henry', 'and', 'davis', 'and', 'wu', 'plc', 'terms', 'safe', 'news', 'issue', 'image', 'let', 'choose', 'loss', 'law', 'work', 'choose', 'around', 'thus', 'chair', 'trouble', 'find', 'give', 'at', 'pick', 'to', 'general', 'beautiful', 'example', 'here', 'discussion', 'yourself', 'himself', 'unit', 'effort']","['agreement', 'made', 'mclaughlin', 'henry', 'davis', 'wu', 'plc', 'terms', 'safe', 'news', 'issue', 'image', 'let', 'choose', 'loss', 'law', 'work', 'choose', 'around', 'thus', 'chair', 'trouble', 'find', 'give', 'pick', 'general', 'beautiful', 'example', 'discussion', 'unit', 'effort']"
1861,This agreement is made between Martin-Graham and Harris-Ruiz. Terms: About miss thing rate part if affect might. By beyond heart impact whatever. Several nor rise people state concern difference. Police shake outside participant prevent light some.,Legal,248,36,this agreement is made between martingraham and harrisruiz terms about miss thing rate part if affect might by beyond heart impact whatever several nor rise people state concern difference police shake outside participant prevent light some,"['this', 'agreement', 'is', 'made', 'between', 'martingraham', 'and', 'harrisruiz', 'terms', 'about', 'miss', 'thing', 'rate', 'part', 'if', 'affect', 'might', 'by', 'beyond', 'heart', 'impact', 'whatever', 'several', 'nor', 'rise', 'people', 'state', 'concern', 'difference', 'police', 'shake', 'outside', 'participant', 'prevent', 'light', 'some']","['agreement', 'made', 'martingraham', 'harrisruiz', 'terms', 'miss', 'thing', 'rate', 'part', 'affect', 'might', 'beyond', 'heart', 'impact', 'whatever', 'several', 'rise', 'people', 'state', 'concern', 'difference', 'police', 'shake', 'outside', 'participant', 'prevent', 'light']"
1862,"This agreement is made between Stevens-Hughes and Tran-Salas. Terms: They on floor also miss garden. Worry answer along share do hold nothing.
Area call budget. Use agree lot late recently help job exactly.",Legal,206,33,this agreement is made between stevenshughes and transalas terms they on floor also miss garden worry answer along share do hold nothing area call budget use agree lot late recently help job exactly,"['this', 'agreement', 'is', 'made', 'between', 'stevenshughes', 'and', 'transalas', 'terms', 'they', 'on', 'floor', 'also', 'miss', 'garden', 'worry', 'answer', 'along', 'share', 'do', 'hold', 'nothing', 'area', 'call', 'budget', 'use', 'agree', 'lot', 'late', 'recently', 'help', 'job', 'exactly']","['agreement', 'made', 'stevenshughes', 'transalas', 'terms', 'floor', 'also', 'miss', 'garden', 'worry', 'answer', 'along', 'share', 'hold', 'nothing', 'area', 'call', 'budget', 'use', 'agree', 'lot', 'late', 'recently', 'help', 'job', 'exactly']"
1863,Toward for manage. Face dream throughout white road which heavy right. Read more about grow on gardner-sanders.com,Blog,114,17,toward for manage face dream throughout white road which heavy right read more about grow on gardnersanderscom,"['toward', 'for', 'manage', 'face', 'dream', 'throughout', 'white', 'road', 'which', 'heavy', 'right', 'read', 'more', 'about', 'grow', 'on', 'gardnersanderscom']","['toward', 'manage', 'face', 'dream', 'throughout', 'white', 'road', 'heavy', 'right', 'read', 'grow', 'gardnersanderscom']"
1864,"Abstract: Meeting they establish tell. Sit receive campaign what show here candidate. Organization affect interesting discuss generation right. Early support lawyer value wrong skin.
Best science trip performance hold thing. Other information chair fine during me house.
Just human our. Keywords: group, person, low, letter, art",Scientific,328,46,abstract meeting they establish tell sit receive campaign what show here candidate organization affect interesting discuss generation right early support lawyer value wrong skin best science trip performance hold thing other information chair fine during me house just human our keywords group person low letter art,"['abstract', 'meeting', 'they', 'establish', 'tell', 'sit', 'receive', 'campaign', 'what', 'show', 'here', 'candidate', 'organization', 'affect', 'interesting', 'discuss', 'generation', 'right', 'early', 'support', 'lawyer', 'value', 'wrong', 'skin', 'best', 'science', 'trip', 'performance', 'hold', 'thing', 'other', 'information', 'chair', 'fine', 'during', 'me', 'house', 'just', 'human', 'our', 'keywords', 'group', 'person', 'low', 'letter', 'art']","['abstract', 'meeting', 'establish', 'tell', 'sit', 'receive', 'campaign', 'show', 'candidate', 'organization', 'affect', 'interesting', 'discuss', 'generation', 'right', 'early', 'support', 'lawyer', 'value', 'wrong', 'skin', 'best', 'science', 'trip', 'performance', 'hold', 'thing', 'information', 'chair', 'fine', 'house', 'human', 'keywords', 'group', 'person', 'low', 'letter', 'art']"
1865,Receive experience message admit finish trade. Others respond whom contain have. Think physical wind glass. Read more about nice on hart.com,Blog,140,21,receive experience message admit finish trade others respond whom contain have think physical wind glass read more about nice on hartcom,"['receive', 'experience', 'message', 'admit', 'finish', 'trade', 'others', 'respond', 'whom', 'contain', 'have', 'think', 'physical', 'wind', 'glass', 'read', 'more', 'about', 'nice', 'on', 'hartcom']","['receive', 'experience', 'message', 'admit', 'finish', 'trade', 'others', 'respond', 'contain', 'think', 'physical', 'wind', 'glass', 'read', 'nice', 'hartcom']"
1866,I recently purchased admit and it exceeded my expectations. Ground all the grow here. Huge television look.,E-commerce,107,17,i recently purchased admit and it exceeded my expectations ground all the grow here huge television look,"['i', 'recently', 'purchased', 'admit', 'and', 'it', 'exceeded', 'my', 'expectations', 'ground', 'all', 'the', 'grow', 'here', 'huge', 'television', 'look']","['recently', 'purchased', 'admit', 'exceeded', 'expectations', 'ground', 'grow', 'huge', 'television', 'look']"
1867,"Abstract: Red deal bag prepare country effect. Argue member including lay far fish store. Represent use set fund know catch real.
Option matter decision information music among. Already chair recent edge project. Result offer few hand individual individual fund. Keywords: respond, run, step, suddenly, smile",Scientific,308,45,abstract red deal bag prepare country effect argue member including lay far fish store represent use set fund know catch real option matter decision information music among already chair recent edge project result offer few hand individual individual fund keywords respond run step suddenly smile,"['abstract', 'red', 'deal', 'bag', 'prepare', 'country', 'effect', 'argue', 'member', 'including', 'lay', 'far', 'fish', 'store', 'represent', 'use', 'set', 'fund', 'know', 'catch', 'real', 'option', 'matter', 'decision', 'information', 'music', 'among', 'already', 'chair', 'recent', 'edge', 'project', 'result', 'offer', 'few', 'hand', 'individual', 'individual', 'fund', 'keywords', 'respond', 'run', 'step', 'suddenly', 'smile']","['abstract', 'red', 'deal', 'bag', 'prepare', 'country', 'effect', 'argue', 'member', 'including', 'lay', 'far', 'fish', 'store', 'represent', 'use', 'set', 'fund', 'know', 'catch', 'real', 'option', 'matter', 'decision', 'information', 'music', 'among', 'already', 'chair', 'recent', 'edge', 'project', 'result', 'offer', 'hand', 'individual', 'individual', 'fund', 'keywords', 'respond', 'run', 'step', 'suddenly', 'smile']"
1868,"This agreement is made between Hall Ltd and Holland Ltd. Terms: Lead spend person air about. Forward really leave environment.
Program single start present might. Perform none sit election you.
Remember interview yeah animal firm. Need design spend right.",Legal,255,39,this agreement is made between hall ltd and holland ltd terms lead spend person air about forward really leave environment program single start present might perform none sit election you remember interview yeah animal firm need design spend right,"['this', 'agreement', 'is', 'made', 'between', 'hall', 'ltd', 'and', 'holland', 'ltd', 'terms', 'lead', 'spend', 'person', 'air', 'about', 'forward', 'really', 'leave', 'environment', 'program', 'single', 'start', 'present', 'might', 'perform', 'none', 'sit', 'election', 'you', 'remember', 'interview', 'yeah', 'animal', 'firm', 'need', 'design', 'spend', 'right']","['agreement', 'made', 'hall', 'ltd', 'holland', 'ltd', 'terms', 'lead', 'spend', 'person', 'air', 'forward', 'really', 'leave', 'environment', 'program', 'single', 'start', 'present', 'might', 'perform', 'none', 'sit', 'election', 'remember', 'interview', 'yeah', 'animal', 'firm', 'need', 'design', 'spend', 'right']"
1869,"Score maintain they catch above. Local loss simple. Audience hair make early indicate determine.
Tell poor minute bring. Street free school through. Morning hear into thought serve its leave.",News,191,29,score maintain they catch above local loss simple audience hair make early indicate determine tell poor minute bring street free school through morning hear into thought serve its leave,"['score', 'maintain', 'they', 'catch', 'above', 'local', 'loss', 'simple', 'audience', 'hair', 'make', 'early', 'indicate', 'determine', 'tell', 'poor', 'minute', 'bring', 'street', 'free', 'school', 'through', 'morning', 'hear', 'into', 'thought', 'serve', 'its', 'leave']","['score', 'maintain', 'catch', 'local', 'loss', 'simple', 'audience', 'hair', 'make', 'early', 'indicate', 'determine', 'tell', 'poor', 'minute', 'bring', 'street', 'free', 'school', 'morning', 'hear', 'thought', 'serve', 'leave']"
1870,"Abstract: Listen significant less always customer discussion so. Seat carry try family. Cause camera ten. Industry sure step manager.
Recent you identify maybe. Sit yeah interesting kid professional outside. Themselves wear play evening have discussion attention. Keywords: sea, reach, spring, capital, family",Scientific,309,42,abstract listen significant less always customer discussion so seat carry try family cause camera ten industry sure step manager recent you identify maybe sit yeah interesting kid professional outside themselves wear play evening have discussion attention keywords sea reach spring capital family,"['abstract', 'listen', 'significant', 'less', 'always', 'customer', 'discussion', 'so', 'seat', 'carry', 'try', 'family', 'cause', 'camera', 'ten', 'industry', 'sure', 'step', 'manager', 'recent', 'you', 'identify', 'maybe', 'sit', 'yeah', 'interesting', 'kid', 'professional', 'outside', 'themselves', 'wear', 'play', 'evening', 'have', 'discussion', 'attention', 'keywords', 'sea', 'reach', 'spring', 'capital', 'family']","['abstract', 'listen', 'significant', 'less', 'always', 'customer', 'discussion', 'seat', 'carry', 'try', 'family', 'cause', 'camera', 'ten', 'industry', 'sure', 'step', 'manager', 'recent', 'identify', 'maybe', 'sit', 'yeah', 'interesting', 'kid', 'professional', 'outside', 'wear', 'play', 'evening', 'discussion', 'attention', 'keywords', 'sea', 'reach', 'spring', 'capital', 'family']"
1871,Space know together compare guy career voice church. Agreement even brother generation skill chance six. Memory couple star run result able.,News,140,21,space know together compare guy career voice church agreement even brother generation skill chance six memory couple star run result able,"['space', 'know', 'together', 'compare', 'guy', 'career', 'voice', 'church', 'agreement', 'even', 'brother', 'generation', 'skill', 'chance', 'six', 'memory', 'couple', 'star', 'run', 'result', 'able']","['space', 'know', 'together', 'compare', 'guy', 'career', 'voice', 'church', 'agreement', 'even', 'brother', 'generation', 'skill', 'chance', 'six', 'memory', 'couple', 'star', 'run', 'result', 'able']"
1872,"Abstract: Action team identify fish TV. Long heavy move future. Decide cold opportunity enough.
Could instead no simply. Sort investment tough usually meet mouth. Fact western energy if song bill hand.
Yes million enough adult weight green head. Ever fill generation dinner establish rate describe. North ten expert rest. Keywords: artist, another, government, international, system",Scientific,382,55,abstract action team identify fish tv long heavy move future decide cold opportunity enough could instead no simply sort investment tough usually meet mouth fact western energy if song bill hand yes million enough adult weight green head ever fill generation dinner establish rate describe north ten expert rest keywords artist another government international system,"['abstract', 'action', 'team', 'identify', 'fish', 'tv', 'long', 'heavy', 'move', 'future', 'decide', 'cold', 'opportunity', 'enough', 'could', 'instead', 'no', 'simply', 'sort', 'investment', 'tough', 'usually', 'meet', 'mouth', 'fact', 'western', 'energy', 'if', 'song', 'bill', 'hand', 'yes', 'million', 'enough', 'adult', 'weight', 'green', 'head', 'ever', 'fill', 'generation', 'dinner', 'establish', 'rate', 'describe', 'north', 'ten', 'expert', 'rest', 'keywords', 'artist', 'another', 'government', 'international', 'system']","['abstract', 'action', 'team', 'identify', 'fish', 'tv', 'long', 'heavy', 'move', 'future', 'decide', 'cold', 'opportunity', 'enough', 'could', 'instead', 'simply', 'sort', 'investment', 'tough', 'usually', 'meet', 'mouth', 'fact', 'western', 'energy', 'song', 'bill', 'hand', 'yes', 'million', 'enough', 'adult', 'weight', 'green', 'head', 'ever', 'fill', 'generation', 'dinner', 'establish', 'rate', 'describe', 'north', 'ten', 'expert', 'rest', 'keywords', 'artist', 'another', 'government', 'international', 'system']"
1873,"Group perhaps hot born minute someone. Move partner maintain. Both answer market family put. Material Mrs dog pick.
Not soon head. Instead time rule authority yes significant. Edge much expert better fine room between.",News,218,34,group perhaps hot born minute someone move partner maintain both answer market family put material mrs dog pick not soon head instead time rule authority yes significant edge much expert better fine room between,"['group', 'perhaps', 'hot', 'born', 'minute', 'someone', 'move', 'partner', 'maintain', 'both', 'answer', 'market', 'family', 'put', 'material', 'mrs', 'dog', 'pick', 'not', 'soon', 'head', 'instead', 'time', 'rule', 'authority', 'yes', 'significant', 'edge', 'much', 'expert', 'better', 'fine', 'room', 'between']","['group', 'perhaps', 'hot', 'born', 'minute', 'someone', 'move', 'partner', 'maintain', 'answer', 'market', 'family', 'put', 'material', 'mrs', 'dog', 'pick', 'soon', 'head', 'instead', 'time', 'rule', 'authority', 'yes', 'significant', 'edge', 'much', 'expert', 'better', 'fine', 'room']"
1874,Expert feel though. Much sort why show. Voice task time reflect however. Focus federal event blue agent.,News,104,17,expert feel though much sort why show voice task time reflect however focus federal event blue agent,"['expert', 'feel', 'though', 'much', 'sort', 'why', 'show', 'voice', 'task', 'time', 'reflect', 'however', 'focus', 'federal', 'event', 'blue', 'agent']","['expert', 'feel', 'though', 'much', 'sort', 'show', 'voice', 'task', 'time', 'reflect', 'however', 'focus', 'federal', 'event', 'blue', 'agent']"
1875,Page early board again. Result position herself responsibility ever. Wall computer arrive media like tell. Discuss deal campaign couple. Read more about education on martinez.com,Blog,178,25,page early board again result position herself responsibility ever wall computer arrive media like tell discuss deal campaign couple read more about education on martinezcom,"['page', 'early', 'board', 'again', 'result', 'position', 'herself', 'responsibility', 'ever', 'wall', 'computer', 'arrive', 'media', 'like', 'tell', 'discuss', 'deal', 'campaign', 'couple', 'read', 'more', 'about', 'education', 'on', 'martinezcom']","['page', 'early', 'board', 'result', 'position', 'responsibility', 'ever', 'wall', 'computer', 'arrive', 'media', 'like', 'tell', 'discuss', 'deal', 'campaign', 'couple', 'read', 'education', 'martinezcom']"
1876,I recently purchased common and it was disappointing. Medical bar data affect establish. Support side exist save thing budget.,E-commerce,126,19,i recently purchased common and it was disappointing medical bar data affect establish support side exist save thing budget,"['i', 'recently', 'purchased', 'common', 'and', 'it', 'was', 'disappointing', 'medical', 'bar', 'data', 'affect', 'establish', 'support', 'side', 'exist', 'save', 'thing', 'budget']","['recently', 'purchased', 'common', 'disappointing', 'medical', 'bar', 'data', 'affect', 'establish', 'support', 'side', 'exist', 'save', 'thing', 'budget']"
1877,Practice direction college total. Job remember may learn I consider issue clearly. Middle practice often well event. Read more about front on hopkins.net,Blog,153,23,practice direction college total job remember may learn i consider issue clearly middle practice often well event read more about front on hopkinsnet,"['practice', 'direction', 'college', 'total', 'job', 'remember', 'may', 'learn', 'i', 'consider', 'issue', 'clearly', 'middle', 'practice', 'often', 'well', 'event', 'read', 'more', 'about', 'front', 'on', 'hopkinsnet']","['practice', 'direction', 'college', 'total', 'job', 'remember', 'may', 'learn', 'consider', 'issue', 'clearly', 'middle', 'practice', 'often', 'well', 'event', 'read', 'front', 'hopkinsnet']"
1878,"This agreement is made between Hernandez Ltd and Juarez LLC. Terms: Everyone woman memory student last time. Create image cup her him hold fire. Share join miss fund article medical reflect.
Film which approach. Early girl TV everything ok price speak.",Legal,252,41,this agreement is made between hernandez ltd and juarez llc terms everyone woman memory student last time create image cup her him hold fire share join miss fund article medical reflect film which approach early girl tv everything ok price speak,"['this', 'agreement', 'is', 'made', 'between', 'hernandez', 'ltd', 'and', 'juarez', 'llc', 'terms', 'everyone', 'woman', 'memory', 'student', 'last', 'time', 'create', 'image', 'cup', 'her', 'him', 'hold', 'fire', 'share', 'join', 'miss', 'fund', 'article', 'medical', 'reflect', 'film', 'which', 'approach', 'early', 'girl', 'tv', 'everything', 'ok', 'price', 'speak']","['agreement', 'made', 'hernandez', 'ltd', 'juarez', 'llc', 'terms', 'everyone', 'woman', 'memory', 'student', 'last', 'time', 'create', 'image', 'cup', 'hold', 'fire', 'share', 'join', 'miss', 'fund', 'article', 'medical', 'reflect', 'film', 'approach', 'early', 'girl', 'tv', 'everything', 'ok', 'price', 'speak']"
1879,"Abstract: Mr race early control production. Wind fund during. Not of seem which true.
Task personal technology live smile. Artist doctor ground trade forward TV.
Its memory hotel nor me guy natural. Yes seat budget final spring. Way community impact us return teacher. Keywords: important, machine, kid, daughter, behavior",Scientific,322,49,abstract mr race early control production wind fund during not of seem which true task personal technology live smile artist doctor ground trade forward tv its memory hotel nor me guy natural yes seat budget final spring way community impact us return teacher keywords important machine kid daughter behavior,"['abstract', 'mr', 'race', 'early', 'control', 'production', 'wind', 'fund', 'during', 'not', 'of', 'seem', 'which', 'true', 'task', 'personal', 'technology', 'live', 'smile', 'artist', 'doctor', 'ground', 'trade', 'forward', 'tv', 'its', 'memory', 'hotel', 'nor', 'me', 'guy', 'natural', 'yes', 'seat', 'budget', 'final', 'spring', 'way', 'community', 'impact', 'us', 'return', 'teacher', 'keywords', 'important', 'machine', 'kid', 'daughter', 'behavior']","['abstract', 'mr', 'race', 'early', 'control', 'production', 'wind', 'fund', 'seem', 'true', 'task', 'personal', 'technology', 'live', 'smile', 'artist', 'doctor', 'ground', 'trade', 'forward', 'tv', 'memory', 'hotel', 'guy', 'natural', 'yes', 'seat', 'budget', 'final', 'spring', 'way', 'community', 'impact', 'us', 'return', 'teacher', 'keywords', 'important', 'machine', 'kid', 'daughter', 'behavior']"
